시즌,상대팀,공격득점,블로킹득점,서브득점,팀범실,상대범실,전체득점,상대득점,디그성공,리시브정확,세트성공,공격성공률,리시브효율,경기시간,세트승,세트패,결과,김연경,김연경득점,김연경시도,김연경성공,김연경공격차단,김연경범실,김연경성공률,김연경점유율
1,현대건설,43,3,5,16,18,75,66,55,38,40,40.19,58.33,81,3,0,승,미출전,,,,,,,
1,KT&G,37,3,4,19,11,59,81,75,44,35,29.60,59.15,82,0,3,패,미출전,,,,,,,
1,도로공사,35,1,1,17,8,50,75,73,38,33,24.82,55.07,75,0,3,패,미출전,,,,,,,
1,GS칼텍스,68,6,2,29,17,100,96,91,54,62,41.72,60.00,112,3,1,승,미출전,,,,,,,
1,GS칼텍스,51,3,4,25,20,83,96,102,39,49,30.18,40.45,108,1,3,패,미출전,,,,,,,
1,도로공사,36,1,3,26,10,52,75,109,40,31,21.56,54.93,79,0,3,패,미출전,,,,,,,
1,현대건설,64,5,11,25,20,101,109,138,59,61,30.19,56.57,132,2,3,패,미출전,,,,,,,
1,KT&G,60,4,5,27,11,89,109,132,61,61,28.57,52.88,122,2,3,패,미출전,,,,,,,
1,도로공사,49,3,2,28,8,68,98,83,58,48,30.06,59.78,94,1,3,패,미출전,,,,,,,
1,현대건설,60,6,3,37,22,100,102,84,41,56,36.36,42.55,122,1,3,패,미출전,,,,,,,
1,KT&G,29,4,0,20,11,45,75,72,33,28,22.14,47.83,75,0,3,패,미출전,,,,,,,
1,도로공사,33,1,2,22,9,46,75,89,47,31,22.45,60.56,75,0,3,패,미출전,,,,,,,
1,GS칼텍스,52,3,1,36,14,70,96,82,43,47,34.44,44.83,91,1,3,패,미출전,,,,,,,
1,KT&G,56,5,2,19,12,77,97,127,56,51,27.59,58.06,107,1,3,패,미출전,,,,,,,
1,GS칼텍스,42,3,2,19,15,62,75,87,39,41,29.37,55.71,80,0,3,패,미출전,,,,,,,
1,현대건설,74,7,3,25,19,109,104,156,58,75,32.03,52.53,135,3,2,승,미출전,,,,,,,
2,현대건설,54,3,6,27,18,94,76,90,45,53,37.50,62.32,101,3,1,승,선발,29,37,20,0,5,54.05,25.69
2,GS칼텍스,56,9,8,30,19,101,101,98,46,51,32.94,50.00,119,2,3,패,선발,37,68,27,4,3,39.71,40.00
2,KT&G,43,8,6,14,12,75,51,82,36,40,35.54,72.92,72,3,0,승,선발,19,30,12,0,4,40.00,24.79
2,도로공사,57,5,4,30,16,86,88,95,55,54,34.55,61.90,102,1,3,패,선발,27,62,23,1,6,37.10,37.58
2,도로공사,48,1,4,21,18,75,62,62,27,46,43.24,49.09,73,3,0,승,선발,22,40,16,2,6,40.00,36.04
2,현대건설,60,3,5,18,21,96,90,94,46,57,38.46,52.50,104,3,1,승,선발,33,51,26,2,2,50.98,32.69
2,GS칼텍스,58,6,3,25,25,99,91,102,50,54,34.94,62.34,105,3,1,승,선발,30,65,24,1,6,36.92,39.16
2,KT&G,64,6,2,22,14,97,88,102,60,60,35.75,71.95,107,3,1,승,선발,22,48,17,2,4,35.42,26.82
2,GS칼텍스,58,4,6,28,18,96,79,79,45,57,43.61,64.71,93,3,1,승,선발,34,42,24,0,4,57.14,31.58
2,도로공사,43,4,9,18,15,75,56,81,29,41,33.86,56.86,74,3,0,승,선발,15,27,11,0,1,40.74,21.26
2,현대건설,56,6,5,25,22,103,103,96,56,53,32.94,57.78,114,3,2,승,선발,25,43,18,3,2,41.86,25.29
2,KT&G,72,7,5,35,7,107,110,142,86,63,30.25,81.13,129,2,3,패,선발,28,69,19,2,5,27.54,28.99
2,도로공사,50,12,3,27,21,96,99,115,51,46,27.78,51.14,109,1,3,패,선발,30,62,21,2,6,33.87,34.44
2,GS칼텍스,44,3,9,27,17,75,54,58,31,41,45.36,61.22,69,3,0,승,선발,13,25,10,1,2,40.00,25.77
2,현대건설,61,8,6,31,22,108,103,107,47,58,33.52,51.76,114,2,3,패,선발,29,62,19,1,6,30.65,34.07
2,KT&G,75,8,6,27,12,112,104,117,68,73,38.07,67.35,127,2,3,패,선발,44,74,33,4,5,44.59,37.56
2,KT&G,51,7,3,16,7,75,53,82,36,47,40.16,68.63,75,3,0,승,선발,27,46,20,3,1,43.48,36.22
2,현대건설,40,9,7,13,14,75,52,67,26,40,40.00,53.33,65,3,0,승,선발,21,29,13,1,2,44.83,29.00
2,GS칼텍스,58,11,9,31,15,109,108,120,62,57,29.74,67.05,124,2,3,패,선발,43,71,26,3,7,36.62,36.41
2,도로공사,41,3,2,22,6,54,75,62,48,40,35.96,67.16,70,0,3,패,선발,14,34,11,0,4,32.35,29.82
2,GS칼텍스,51,9,6,24,22,99,82,83,39,46,36.43,52.17,94,3,1,승,선발,26,47,16,1,4,34.04,33.57
2,현대건설,55,8,5,19,15,97,83,79,40,51,41.98,52.86,93,3,1,승,선발,38,53,26,4,4,49.06,40.46
2,KT&G,68,9,3,27,11,101,105,76,65,63,40.00,65.31,120,2,3,패,선발,32,60,25,3,9,41.67,35.29
2,도로공사,55,10,2,27,17,94,77,102,46,49,34.16,68.66,94,3,1,승,선발,29,57,20,2,7,35.09,35.40
2,GS칼텍스,47,2,6,17,9,75,52,58,35,44,49.47,80.95,62,3,0,승,선발,20,29,13,0,3,44.83,30.53
2,도로공사,43,2,2,12,6,62,75,71,36,39,36.13,59.02,70,0,3,패,선발,20,39,15,1,1,38.46,32.77
2,현대건설,52,4,6,18,24,96,71,92,38,49,37.41,60.00,92,3,1,승,선발,33,47,22,4,2,46.81,33.81
2,KT&G,47,8,5,32,13,78,89,96,49,45,28.66,58.02,92,1,3,패,선발,16,50,15,1,5,30.00,30.49
2,도로공사,49,5,0,16,13,87,89,83,40,45,37.98,61.90,90,1,3,패,선발,39,47,26,2,1,55.32,36.43
2,도로공사,55,6,4,24,24,100,77,101,45,49,33.95,75.00,96,3,1,승,선발,30,68,22,2,6,32.35,41.98
2,도로공사,35,2,3,20,15,63,76,60,38,35,31.82,58.33,72,0,3,패,선발,21,45,15,2,6,33.33,40.91
2,도로공사,38,8,3,17,14,75,57,65,35,36,38.38,85.37,67,3,0,승,선발,29,39,19,0,5,48.72,39.39
2,도로공사,46,8,5,22,23,93,83,95,40,42,30.87,62.90,97,3,1,승,선발,35,61,22,4,8,36.07,40.94
3,KT&G,51,6,2,17,11,75,53,53,34,47,53.68,63.27,68,3,0,승,선발,20,28,18,1,1,64.29,29.47
3,현대건설,56,7,12,27,19,98,76,70,35,52,44.44,44.78,96,3,1,승,선발,26,42,20,0,5,47.62,33.33
3,도로공사,61,12,5,29,24,107,110,113,53,57,35.06,50.55,127,3,2,승,선발,31,59,24,2,3,40.68,33.91
3,GS칼텍스,49,4,6,21,19,84,96,86,39,46,31.82,44.05,101,1,3,패,선발,20,44,16,1,1,36.36,28.57
3,KT&G,78,11,8,31,11,114,106,117,53,74,39.00,50.00,123,3,2,승,선발,31,58,24,2,4,41.38,29.00
3,현대건설,59,6,5,30,27,102,87,89,47,58,38.31,55.13,102,3,1,승,선발,32,53,24,1,3,45.28,34.42
3,도로공사,58,4,7,28,20,95,104,92,61,55,35.58,65.93,118,2,3,패,선발,36,63,29,2,3,46.03,38.65
3,GS칼텍스,55,11,10,29,16,98,82,72,44,46,40.74,57.75,97,3,1,승,선발,32,54,24,0,4,44.44,40.00
3,GS칼텍스,48,4,2,22,15,75,58,64,27,46,47.06,53.06,69,3,0,승,선발,18,29,15,0,3,51.72,28.43
3,도로공사,66,9,3,28,16,102,108,97,59,63,36.87,57.14,122,3,2,승,선발,28,60,23,3,4,38.33,33.52
3,현대건설,46,6,2,21,15,75,51,55,28,45,49.46,51.02,66,3,0,승,선발,20,26,16,1,3,61.54,27.96
3,KT&G,41,7,11,14,10,75,48,65,29,38,39.05,60.87,69,3,0,승,선발,21,26,11,1,0,42.31,24.76
3,GS칼텍스,64,4,4,18,22,100,89,71,42,61,47.06,54.79,102,3,1,승,선발,26,51,23,0,3,45.10,37.50
3,도로공사,51,3,6,22,22,89,80,74,36,45,36.69,50.72,93,3,1,승,선발,21,31,17,0,1,54.84,22.30
3,현대건설,59,7,7,27,19,98,86,73,47,54,43.70,57.33,98,3,1,승,선발,30,46,23,3,6,50.00,34.07
3,KT&G,61,8,10,31,12,99,93,79,49,57,39.61,51.16,108,3,1,승,선발,23,45,19,2,0,42.22,29.22
3,GS칼텍스,69,10,3,28,16,104,88,94,48,61,41.82,60.53,103,3,1,승,선발,27,53,20,3,3,37.74,32.12
3,KT&G,57,6,6,22,19,96,81,69,44,56,43.51,54.79,92,3,1,승,선발,22,35,16,2,3,45.71,26.72
3,도로공사,66,10,10,26,19,113,111,99,55,62,36.87,52.53,134,2,3,패,선발,27,49,20,3,5,40.82,27.37
3,현대건설,61,9,7,30,17,99,99,79,33,58,41.78,31.03,111,3,2,승,미출전,,,,,,,
3,GS칼텍스,51,10,6,28,14,86,93,73,46,48,34.69,48.81,101,1,3,패,선발,22,45,18,3,4,40.00,30.61
3,도로공사,50,5,3,15,13,75,47,52,25,43,53.19,59.52,64,3,0,승,선발,19,23,16,1,1,69.57,24.47
3,현대건설,39,6,6,19,18,75,56,69,21,35,35.14,43.48,72,3,0,승,선발,15,33,11,3,1,33.33,29.73
3,KT&G,44,5,8,16,13,75,50,56,31,41,45.83,60.87,64,3,0,승,선발,15,21,12,0,1,57.14,21.88
3,현대건설,54,8,6,31,11,87,93,102,44,51,30.51,45.98,102,1,3,패,선발,36,59,27,2,2,45.76,33.33
3,현대건설,43,5,6,18,16,75,54,53,26,40,45.26,57.78,70,3,0,승,선발,16,27,12,0,2,44.44,28.42
3,현대건설,60,9,2,25,17,95,86,89,51,58,40.00,66.22,102,3,1,승,선발,32,56,25,2,4,44.64,37.33
3,현대건설,65,9,1,24,23,108,108,89,63,64,39.88,59.38,153,3,2,승,선발,33,67,29,6,5,43.28,41.10
4,KT&G,51,8,3,29,18,87,96,85,52,47,33.33,64.56,107,1,3,패,선발,8,43,7,2,5,16.28,28.10
4,도로공사,50,10,8,22,24,97,83,66,35,46,42.02,46.27,100,3,1,승,선발,27,35,18,2,2,51.43,29.41
4,GS칼텍스,60,7,3,25,23,96,80,87,40,54,39.47,60.61,103,3,1,승,선발,25,46,21,1,3,45.65,30.26
4,현대건설,44,7,4,15,14,75,51,63,15,44,44.90,33.33,72,3,0,승,선발,21,31,17,0,1,54.84,31.63
4,도로공사,56,8,3,26,29,99,84,86,30,55,38.36,39.13,103,3,1,승,선발,29,55,26,1,5,47.27,37.67
4,GS칼텍스,64,6,3,32,18,98,97,87,54,57,40.76,59.30,114,3,1,승,선발,28,50,26,0,5,52.00,31.85
4,현대건설,57,8,6,19,28,104,89,91,38,56,39.04,42.67,114,3,1,승,선발,26,49,19,3,3,38.78,33.56
4,KT&G,43,6,4,18,19,75,56,68,19,41,39.81,38.78,76,3,0,승,선발,24,44,20,0,2,45.45,40.74
4,GS칼텍스,50,7,1,11,11,75,47,68,30,48,49.50,70.73,68,3,0,승,선발,29,41,23,0,0,56.10,40.59
4,도로공사,56,8,4,26,22,96,92,96,38,55,35.22,43.21,114,3,1,승,선발,31,50,26,0,6,52.00,31.45
4,현대건설,45,3,6,18,14,75,60,79,24,42,37.50,38.89,78,3,0,승,선발,16,26,14,0,1,53.85,21.67
4,KT&G,41,8,4,15,16,75,58,65,31,39,39.05,63.27,73,3,0,승,선발,15,23,13,0,0,56.52,21.90
4,도로공사,42,9,5,19,17,75,60,69,27,39,37.50,50.00,76,3,0,승,선발,12,24,10,1,1,41.67,21.43
4,현대건설,45,5,6,15,13,75,56,46,35,41,50.00,61.54,74,3,0,승,선발,20,26,15,0,2,57.69,28.89
4,KT&G,56,8,2,32,17,88,97,96,58,54,33.14,62.92,107,1,3,패,선발,28,55,21,4,6,38.18,32.54
4,GS칼텍스,43,6,3,21,18,75,60,56,31,40,43.88,54.90,71,3,0,승,선발,18,26,14,3,1,53.85,26.53
4,도로공사,40,11,5,17,15,76,62,83,33,39,34.19,54.72,84,3,0,승,선발,25,43,18,0,2,41.86,36.75
4,현대건설,67,6,6,35,19,106,100,81,52,64,43.79,55.95,121,3,1,승,선발,36,47,28,1,3,59.57,30.72
4,KT&G,75,8,2,37,13,104,106,109,32,73,40.54,29.17,122,3,2,승,선발,35,69,33,2,7,47.83,37.30
4,GS칼텍스,63,7,3,24,22,103,93,97,48,58,36.21,56.79,114,3,2,승,선발,40,70,33,1,7,47.14,40.23
4,GS칼텍스,34,1,2,25,14,56,75,72,35,30,29.06,53.13,74,0,3,패,선발,8,15,7,1,1,46.67,12.82
4,도로공사,52,9,4,23,25,98,85,77,42,47,34.90,54.17,102,3,1,승,선발,18,41,14,2,5,34.15,27.52
4,KT&G,49,7,3,20,11,75,51,59,24,47,52.13,52.27,73,3,0,승,선발,20,28,17,1,2,60.71,29.79
4,현대건설,79,4,2,23,22,116,107,96,54,73,47.88,51.09,125,3,2,승,선발,30,49,26,5,4,53.06,29.70
4,현대건설,73,4,6,32,16,107,97,87,50,72,46.79,56.47,119,3,2,승,선발,29,49,26,4,2,53.06,31.41
4,KT&G,60,6,3,26,19,95,93,73,46,57,41.96,55.70,99,3,1,승,선발,30,47,26,1,1,55.32,32.87
4,도로공사,44,4,5,31,24,83,95,90,38,38,29.14,38.10,108,1,3,패,선발,9,10,6,0,2,60.00,6.62
4,GS칼텍스,64,5,7,35,20,105,100,90,46,58,39.75,51.81,113,3,2,승,선발,12,28,9,1,4,32.14,17.39
4,GS칼텍스,60,5,8,23,16,97,80,75,41,58,45.80,58.82,100,3,1,승,선발,29,43,24,2,5,55.81,32.82
4,GS칼텍스,53,7,4,33,14,82,104,88,55,52,32.32,59.55,114,2,3,패,선발,23,55,21,2,7,38.18,33.54
4,GS칼텍스,63,6,3,24,12,92,94,84,49,60,39.87,57.32,108,1,3,패,선발,22,45,20,2,2,44.44,28.48
4,GS칼텍스,57,6,1,38,19,88,97,102,51,55,34.13,56.98,117,1,3,패,선발,28,66,23,6,6,34.85,39.52
5,KT&G,55,13,7,31,23,98,99,80,57,49,33.95,61.11,120,1,3,패,선발,26,47,21,3,4,44.68,29.01
5,GS칼텍스,67,8,5,24,28,108,95,98,53,63,40.61,59.04,131,3,2,승,선발,29,61,25,2,5,40.98,36.97
5,도로공사,58,13,6,24,21,98,76,83,32,54,39.73,40.28,107,3,1,승,선발,19,35,16,2,1,45.71,23.97
5,현대건설,56,8,6,26,17,87,77,65,32,52,45.16,42.03,93,3,1,승,선발,14,27,12,0,2,44.44,21.77
5,현대건설,55,8,5,25,19,87,91,77,34,53,39.01,34.15,104,1,3,패,선발,17,32,13,2,4,40.63,22.70
5,GS칼텍스,68,5,6,31,15,94,86,77,44,62,46.58,54.43,106,3,1,승,선발,18,36,17,2,2,47.22,24.66
5,KT&G,52,7,7,20,9,75,65,70,21,51,44.83,30.65,83,3,0,승,선발,16,29,12,0,3,41.38,25.00
5,도로공사,44,8,4,16,19,75,46,62,23,42,46.81,53.49,72,3,0,승,선발,12,22,9,2,0,40.91,23.40
5,현대건설,49,7,3,15,16,75,59,62,30,48,45.37,53.70,80,3,0,승,선발,18,23,15,0,1,65.22,21.30
5,GS칼텍스,67,9,3,27,20,100,105,79,56,62,40.61,54.64,123,2,3,패,선발,35,53,29,1,2,54.72,32.12
5,도로공사,60,6,9,21,19,94,89,70,42,57,43.80,45.78,106,3,1,승,선발,16,24,13,1,1,54.17,17.52
5,KT&G,49,8,8,23,10,75,63,62,33,48,45.79,50.85,79,3,0,승,선발,15,26,14,0,3,53.85,24.30
5,GS칼텍스,72,7,5,37,20,104,102,93,53,69,41.86,54.26,125,3,2,승,선발,30,54,26,2,6,48.15,31.40
5,KT&G,63,3,5,27,14,85,99,88,50,62,37.50,50.54,106,1,3,패,선발,23,44,22,3,2,50.00,26.19
5,현대건설,69,9,3,20,20,102,101,80,44,66,44.23,41.05,124,3,2,승,선발,30,51,23,2,2,45.10,32.69
5,도로공사,69,4,5,22,25,103,106,103,76,68,37.50,73.00,133,2,3,패,선발,28,62,26,1,4,41.94,33.70
5,현대건설,70,10,1,27,26,107,108,101,57,68,39.77,57.73,130,2,3,패,선발,23,52,22,3,2,42.31,29.55
5,도로공사,61,5,3,35,16,85,96,72,51,59,40.13,52.17,105,1,3,패,선발,28,41,26,1,1,63.41,26.97
5,KT&G,69,6,6,30,28,109,116,118,72,66,33.17,62.16,143,2,3,패,선발,22,54,19,3,6,35.19,25.96
5,GS칼텍스,74,8,9,21,18,109,104,96,51,70,41.11,48.48,128,3,2,승,선발,37,64,32,3,1,50.00,35.56
5,도로공사,75,7,3,22,22,107,100,89,62,73,44.12,60.82,125,3,2,승,선발,30,52,27,1,3,51.92,30.59
5,KT&G,73,8,6,23,20,107,107,82,46,70,44.79,43.56,123,2,3,패,선발,37,56,31,1,3,55.36,34.36
5,현대건설,46,3,3,18,15,67,78,72,33,44,35.94,42.25,87,0,3,패,선발,18,38,14,5,1,36.84,29.69
5,GS칼텍스,70,4,2,21,20,96,103,103,65,65,40.00,64.89,124,1,3,패,선발,29,53,26,0,2,49.06,30.29
5,현대건설,52,8,3,13,12,75,53,67,25,51,49.06,52.08,73,3,0,승,선발,19,30,16,0,1,53.33,28.30
5,KT&G,59,8,6,27,22,95,104,86,53,58,34.91,50.00,116,2,3,패,선발,15,33,11,2,3,33.33,19.53
5,도로공사,71,13,3,24,15,102,106,67,54,69,46.41,52.00,117,3,2,승,선발,37,62,31,3,7,50.00,40.52
5,GS칼텍스,60,13,10,28,18,101,81,98,45,58,39.47,58.90,111,3,1,승,선발,29,43,19,0,4,44.19,28.29
5,KT&G,76,5,5,30,23,109,91,94,57,67,44.97,67.06,125,3,2,승,선발,40,63,37,3,7,58.73,37.28
5,KT&G,60,8,6,24,17,91,78,75,36,52,44.12,47.22,103,3,1,승,선발,23,48,18,3,7,37.50,35.29
5,GS칼텍스,37,6,2,17,8,53,75,51,45,35,36.27,57.14,76,0,3,패,선발,11,21,9,0,2,42.86,20.59
5,GS칼텍스,78,7,3,28,16,104,98,95,53,74,47.56,50.54,128,3,2,승,선발,23,43,21,0,5,48.84,26.22
5,GS칼텍스,63,11,6,32,18,98,94,92,55,58,37.50,59.34,123,3,1,승,선발,26,44,21,2,1,47.73,26.19
5,GS칼텍스,72,6,4,28,15,97,85,77,46,66,48.32,53.09,110,3,1,승,선발,33,46,30,1,3,65.22,30.87
6,도로공사,53,5,7,32,34,99,110,92,43,51,34.87,37.23,129,2,3,패,미출전,,,,,,,
6,KT&G,72,8,8,30,19,107,98,127,39,69,37.11,35.87,130,2,3,패,미출전,,,,,,,
6,GS칼텍스,64,9,8,37,21,102,103,97,45,59,36.78,41.67,124,2,3,패,미출전,,,,,,,
